horizon,mape,mse,mae
1,2.6414530966569023,2.540881821374938e-06,0.00042071021942368357
2,6.8981078233606485,2.1084402223451625e-05,0.001343036412021044
3,14.141918655594992,5.642995750717785e-05,0.002587387889528028
5,34.116286765219044,0.00026362745717573466,0.005956013479331052
7,55.3904074439029,0.0006307056540284946,0.010028951435066135
10,88.22617111317619,0.001318828181118637,0.016791494935921053
