horizon,mape,mse,mae
1,6.0115106187551035,6.845358489193646e-06,0.00046934813247848057
2,11.71794579415932,1.898135317489246e-05,0.0008541593062947023
3,18.248339468389737,4.423861794321504e-05,0.001431159268052377
5,34.46657503943472,7.524903852160951e-05,0.0026357253823476633
7,51.62744633863291,0.000124411737746005,0.004143991805787266
10,68.19478344467548,0.0005856721753931467,0.007528386103497055
