horizon,mape,mse,mae
1,2.251065634657495,3.3468598029755776e-06,0.0004225163910537742
2,3.769284410741166,1.3523611652538586e-05,0.0008697755478229652
3,6.808236347690342,2.62761297164982e-05,0.0014025082711909983
5,15.367613422677092,0.00010979810623312058,0.002888193411168541
7,25.636314647661678,0.00025791063268542166,0.004601212480093174
10,49.958073897027546,0.0004472723869821258,0.007444395287659127
