horizon,mape,mse,mae
1,2.054590333549357,3.351194617125757e-06,0.00041506653855704636
2,3.3410363274961297,1.3568821355873834e-05,0.0008545108392207463
3,6.3215727634358565,2.642037113995888e-05,0.0013761835246847403
5,14.689575460990174,0.0001107204043505117,0.0028365457646667377
7,24.720224086037213,0.00026040739378353057,0.004516985231176044
10,48.54549927037441,0.00045407595158517266,0.00729090377564433
