horizon,mape,mse,mae
1,35.63980911799607,7.826269324205215e-05,0.0042700239633333345
2,177.80287988289564,0.0001930848985290947,0.006387145808
3,227.92450531553942,0.00038142779160082774,0.008493532609666664
5,273.2768878146487,0.0009620809407490557,0.012592754610466666
7,300.8015342618724,0.0017472821667627804,0.016513525318571427
10,335.4872744557157,0.0032916299146073425,0.022171544110766668
