horizon,mape,mse,mae
1,3.5919050506323886,1.2783001243722656e-06,0.0002937683657906387
2,0.5125486987221762,7.87867588541661e-07,0.0002921769612405015
3,1.4684606768941235,8.913636698208559e-07,0.0002948093810821742
5,0.8932280385456101,1.0090442144180411e-06,0.00030202535614802745
7,1.3369456133691247,1.6308697478758534e-06,0.00034519523467469186
10,0.965559580494294,1.943916711998073e-06,0.0003846977657927741
