horizon,mape,mse,mae
1,3.9049250715947914,4.106006371556886e-06,0.0008400633785281031
2,7.351834118067193,1.7510179644432908e-05,0.0015569798826237213
3,10.69898504945805,3.7625273390508237e-05,0.0022329213722511233
5,17.10538482155215,9.243160722990844e-05,0.003463351710837333
7,22.990157513569024,0.0001580315684845263,0.004534433465905944
10,29.068835157530465,0.00025652637066731295,0.005855016876557976
