horizon,mase,mse,mae
1,2.7419873002903135,0.000766064654993663,0.011708351479395218
2,1.9842372223576183,0.0009239229464973919,0.012673612456859025
3,1.665636800002192,0.0012077216432971908,0.014147140476679343
5,1.42369858272666,0.0020754761359916803,0.01792828689154591
7,1.3439888803867792,0.0031799651566630253,0.022193994404145507
10,1.2872496546724694,0.004872773486276441,0.02854031250013973
