horizon,actual,prediction
5,-0.11688076,-0.10973339
5,0.03737685,0.035744306
5,0.04087546,0.037720986
5,0.044599142,0.039082773
5,0.048530295,0.03944441
5,0.052651923,0.041877646
5,1.7489656,1.802578
5,1.7538112,1.8122616
5,1.7494173,1.8253019
5,1.745149,1.8417419
5,1.7418933,1.8536409
5,-0.35135257,-0.3355405
5,-0.35238945,-0.33219725
5,-0.35349172,-0.32859358
5,-0.35462674,-0.33083865
5,-0.35575706,-0.33318168
5,-0.0742872,-0.06683954
5,-0.07599561,-0.06809412
5,-0.07670126,-0.06938833
5,-0.07654747,-0.07246229
5,-0.07573905,-0.074587144
5,0.037841912,0.041141707
5,0.03628139,0.04146671
5,0.03432685,0.040958732
5,0.031995766,0.040325057
5,0.029317781,0.041212246
5,1.0922408,1.1342345
5,1.0955176,1.144632
5,1.095169,1.1573999
5,1.0947778,1.1667511
5,1.0954982,1.1749727
5,0.7384109,0.7600153
5,0.7348725,0.76038945
5,0.73108965,0.7599505
5,0.7270498,0.7566015
5,0.72273844,0.7530606
5,0.4671319,0.4994006
5,0.47676474,0.5094762
5,0.48634037,0.5217519
5,0.49596173,0.5350545
5,0.5057412,0.5487004
5,0.1157305,0.117289126
5,0.1144897,0.11655822
5,0.11333327,0.11442804
5,0.11228773,0.1125482
5,0.11137599,0.11151938
5,-0.08617232,-0.07991813
5,-0.08425573,-0.07493534
5,-0.08254293,-0.06915967
5,-0.081252895,-0.06725729
5,-0.08077406,-0.064222105
5,0.17677653,0.18395443
5,0.17818023,0.18545541
5,0.17947702,0.18660465
5,0.18068698,0.18806519
5,0.18183118,0.19038613
5,-0.15177281,-0.14742933
5,-0.15132974,-0.14687768
5,-0.15053722,-0.1464507
5,-0.1494173,-0.14882624
5,-0.14799267,-0.14995033
5,0.21167307,0.21594882
5,0.21520661,0.21765184
5,0.2186873,0.2189118
5,0.22203904,0.2209032
5,0.22516607,0.22407752
5,-0.000585215,0.0021562502
5,0.000158447,0.0030450374
5,0.000889187,0.0033221953
5,0.001604954,0.0029878896
5,0.00230357,0.00447849
5,0.79691005,0.82208145
5,0.79581344,0.82501996
5,0.7942913,0.8278341
5,0.79255325,0.82720995
5,0.7906017,0.8262824
5,-0.16506569,-0.15622896
5,-0.16490074,-0.15391347
5,-0.16484538,-0.15128335
5,-0.16489452,-0.15201294
5,-0.16503875,-0.1519611
5,0.124869,0.13686937
5,0.12279022,0.13853408
5,0.121579945,0.13978142
5,0.120123416,0.14086595
5,0.11908714,0.14292476
5,-0.08878151,-0.08129056
5,-0.0921248,-0.08305081
5,-0.09518796,-0.08489418
5,-0.09791686,-0.08873008
5,-0.100258455,-0.09168664
5,0.81211984,0.82881624
5,0.8271054,0.8370322
5,0.8404543,0.8464497
5,0.8541528,0.85147804
5,0.86736155,0.85696614
5,0.21520661,0.22001854
5,0.2186873,0.22189496
5,0.22203904,0.22340246
5,0.22516607,0.2257143
5,0.22793339,0.22915712
5,-0.029420095,-0.024983894
5,-0.028274775,-0.022783615
5,-0.027349561,-0.020680023
5,-0.026662897,-0.020189524
5,-0.026229039,-0.017883671
5,0.24889895,0.2573933
5,0.24480031,0.25447014
5,0.24161683,0.2508352
5,0.23926678,0.2473346
5,0.23768502,0.24331334
5,0.55941343,0.5659022
5,0.55563945,0.5637633
5,0.5520489,0.5602898
5,0.54860544,0.55358505
5,0.54525846,0.5467114
5,0.13687259,0.14085713
5,0.13826673,0.14233583
5,0.13960344,0.14327721
5,0.14089796,0.1437738
5,0.14217015,0.14552918
5,0.03222092,0.033811156
5,0.0343839,0.03651926
5,0.036349364,0.038873617
5,0.038082246,0.03989555
5,0.039531343,0.04279774
5,0.031047912,0.029727103
5,0.028773693,0.02928275
5,0.026749315,0.027414434
5,0.027109323,0.025781136
5,0.03014585,0.025399188
5,0.18533348,0.1886948
5,0.1869866,0.18934569
5,0.18873763,0.1890536
5,0.19058421,0.18930557
5,0.19252333,0.19066006
5,-0.19675018,-0.18612905
5,-0.19823556,-0.1852626
5,-0.19983561,-0.18433568
5,-0.20150661,-0.18657184
5,-0.20244251,-0.18809772
5,-0.33145878,-0.318911
5,-0.33028847,-0.3143638
5,-0.32847917,-0.3091291
5,-0.32555467,-0.3104242
5,-0.32145825,-0.31216928
5,0.27303472,0.27881843
5,0.27495128,0.281406
5,0.27618736,0.2837168
5,0.27697933,0.2862059
5,0.27736768,0.2898716
5,0.005349726,0.0048574563
5,0.00825689,0.0061976993
5,0.01164764,0.0068492834
5,0.015450685,0.0067626648
5,0.019429024,0.008800817
5,0.2947459,0.29590312
5,0.2899545,0.2919924
5,0.28521246,0.28726035
5,0.28053543,0.28141707
5,0.27593613,0.27435067
5,-0.3397905,-0.32812285
5,-0.33766434,-0.32331684
5,-0.33535528,-0.317836
5,-0.33287162,-0.31911054
5,-0.3302208,-0.32083777
5,0.22437371,0.23088063
5,0.22864413,0.23392563
5,0.23188916,0.23709886
5,0.2341657,0.2410585
5,0.23567328,0.24599509
5,0.1060915,0.105211265
5,0.10774603,0.10599362
5,0.10950928,0.10581539
5,0.11135551,0.10506136
5,0.11330707,0.105737865
5,1.2400479,1.275468
5,1.241896,1.2803061
5,1.2434651,1.2851416
5,1.244764,1.2867881
5,1.245802,1.2872261
5,0.24955693,0.25003937
5,0.23889795,0.23956984
5,0.22846656,0.22904815
5,0.21839248,0.21763265
5,0.20875628,0.20440732
5,-0.21801916,-0.20723316
5,-0.21597186,-0.20059769
5,-0.21436192,-0.19256313
5,-0.2130544,-0.19072004
5,-0.21194972,-0.18946467
5,-0.16574511,-0.15675807
5,-0.16559651,-0.1550382
5,-0.16525285,-0.15313208
5,-0.16473334,-0.15433384
5,-0.16408184,-0.15471408
5,0.05036194,0.054845817
5,0.049423356,0.05616939
5,0.047871888,0.05685097
5,0.045876093,0.056893542
5,0.043673947,0.05853614
5,1.0389581,1.0558661
5,1.038453,1.0565127
5,1.0387934,1.0563896
5,1.0391158,1.0514338
5,1.0402586,1.045988
5,1.2047927,1.2120163
5,1.1840006,1.1927882
5,1.1618619,1.1797816
5,1.1376739,1.153906
5,1.1122454,1.1312038
5,0.027213313,0.028820487
5,0.028656662,0.030666318
5,0.029979322,0.03192236
5,0.031217968,0.032438908
5,0.03242422,0.034941137
5,0.020888865,0.014056426
5,0.02519666,0.014857369
5,0.029136123,0.014909279
5,0.03279788,0.014279472
5,0.03622788,0.015833948
5,-0.047037113,-0.042953104
5,-0.04784783,-0.0437753
5,-0.048390195,-0.044770703
5,-0.048670072,-0.04718096
5,-0.048703842,-0.048381902
5,0.89752644,0.9270293
5,0.9023376,0.9369769
5,0.90524966,0.94886035
5,0.90699184,0.9549448
5,0.90810746,0.96283835
5,-0.10515275,-0.09120765
5,-0.11213673,-0.09308577
5,-0.11933945,-0.0950003
5,-0.12653878,-0.09883487
5,-0.13351496,-0.10208523
5,-0.032082614,-0.027238894
5,-0.031068848,-0.025104314
5,-0.030261897,-0.023048924
5,-0.029671011,-0.022613727
5,-0.029302146,-0.020396058
5,0.06707188,0.0716159
5,0.06760565,0.0741961
5,0.06776962,0.07655321
5,0.06756856,0.077480875
5,0.06700627,0.07980953
5,-0.053273637,-0.04850675
5,-0.05338594,-0.048039544
5,-0.05343348,-0.047727264
5,-0.053412884,-0.04894105
5,-0.05331743,-0.04870928
5,-0.021241754,-0.013826782
5,-0.024379523,-0.015015994
5,-0.02748603,-0.016377915
5,-0.030471494,-0.018567953
5,-0.033253018,-0.01986516
5,-0.010332841,-0.0069852695
5,-0.008868,-0.004987281
5,-0.007485727,-0.0033215731
5,-0.006187994,-0.0028415713
5,-0.00497619,-0.00048871804
5,-0.24237294,-0.23524606
5,-0.24548613,-0.23612413
5,-0.24825002,-0.23706156
5,-0.2506769,-0.24201933
5,-0.25279352,-0.24645412
5,0.03942301,0.035641033
5,0.04438973,0.037262138
5,0.04912292,0.03816822
5,0.053961813,0.0382674
5,0.058732912,0.040333185
5,0.1032667,0.10626405
5,0.1006391,0.10547773
5,0.09773576,0.10335864
5,0.094588116,0.10150385
5,0.09123213,0.10053903
5,0.019992884,0.022362188
5,0.019527614,0.022372574
5,0.019011645,0.021642936
5,0.018450245,0.020828597
5,0.017848723,0.021626908
5,-0.016498538,-0.020206982
5,-0.020757642,-0.024239399
5,-0.02471295,-0.029326206
5,-0.028364068,-0.03528192
5,-0.03171669,-0.040919926
5,0.08579694,0.08404163
5,0.087241165,0.0844732
5,0.08899988,0.08372757
5,0.0910951,0.0826657
5,0.09358194,0.08283231
5,0.28499043,0.28684717
5,0.28252852,0.2846964
5,0.28011736,0.28136662
5,0.27774826,0.27734968
5,0.27541098,0.27324185
5,0.35532933,0.36030987
5,0.3512031,0.35793278
5,0.3469476,0.35450706
5,0.34256524,0.34990007
5,0.33805862,0.34498298
5,-0.103566065,-0.09953965
5,-0.10442357,-0.10049967
5,-0.10468517,-0.10159373
5,-0.10431445,-0.104949936
5,-0.103295624,-0.107198045
5,0.053575203,0.053478226
5,0.053357057,0.053262718
5,0.053206146,0.051867966
5,0.053115994,0.050607964
5,0.053077843,0.050660506
5,0.50734305,0.54075027
5,0.5101102,0.54505646
5,0.5072437,0.5502228
5,0.501746,0.5573869
5,0.4964799,0.5641899
5,0.3334308,0.33630776
5,0.32868555,0.33326837
5,0.32382792,0.32924756
5,0.3188644,0.32388145
5,0.313803,0.3176183
5,0.17838776,0.18174078
5,0.17807984,0.1814566
5,0.17774752,0.17973669
5,0.17738986,0.17880116
5,0.1770063,0.17858373
5,0.03139632,0.03217989
5,0.030522337,0.031871952
5,0.029524554,0.030472692
5,0.02837743,0.029191764
5,0.027054597,0.029461524
5,0.37199226,0.38119397
5,0.37202862,0.38081533
5,0.37206227,0.3795531
5,0.3720884,0.37919754
5,0.37210208,0.37978926
5,0.073415145,0.073780455
5,0.07348339,0.07410069
5,0.07355955,0.073406145
5,0.07364302,0.072478265
5,0.073733106,0.07286086
5,0.0325431,0.032993473
5,0.028816357,0.030930337
5,0.025168609,0.02781655
5,0.021647872,0.024590142
5,0.018303074,0.022077493
5,0.4474672,0.46331194
5,0.45051685,0.4650303
5,0.45373428,0.46655983
5,0.45710522,0.46926588
5,0.46064383,0.47316062
5,0.44496927,0.46847606
5,0.45048073,0.47350785
5,0.45595273,0.4793271
5,0.46140778,0.486495
5,0.4668686,0.49459147
5,-0.16778596,-0.17128849
5,-0.17440997,-0.17833203
5,-0.1803662,-0.18665336
5,-0.18568075,-0.198264
5,-0.19037665,-0.20708616
5,0.17573354,0.17535388
5,0.17302454,0.17282449
5,0.17041154,0.16917594
5,0.16789527,0.16544606
5,0.16547611,0.16127603
5,0.14722106,0.14613403
5,0.14426117,0.14315107
5,0.14159589,0.13916951
5,0.1392506,0.13513136
5,0.137245,0.13030486
5,0.6475204,0.6771906
5,0.65971357,0.6883102
5,0.67210007,0.7020936
5,0.68461734,0.71445787
5,0.6972005,0.728824
5,-0.026061436,-0.012218201
5,-0.03262548,-0.009058036
5,-0.037430175,-0.0058713574
5,-0.04105176,-0.0045839213
5,-0.043796692,-0.0017930167
5,0.23889485,0.24766737
5,0.24790129,0.25360867
5,0.25678113,0.2602677
5,0.26544145,0.26804915
5,0.27379298,0.27715588
5,-0.02868997,-0.025541363
5,-0.028112883,-0.02405647
5,-0.027845021,-0.022950003
5,-0.02793185,-0.02319491
5,-0.02841656,-0.021628274
5,0.075893015,0.07644656
5,0.07636907,0.07709371
5,0.07686338,0.07687183
5,0.07737656,0.07617057
5,0.07790934,0.076947466
5,0.1977663,0.19800606
5,0.19778258,0.19633146
5,0.19833836,0.19335361
5,0.19930863,0.19060923
5,0.20040362,0.18833771
5,0.010701085,0.013562448
5,0.012163832,0.017463623
5,0.012770518,0.021282528
5,0.012599924,0.023045275
5,0.011906548,0.026795508
5,-0.11613067,-0.11002994
5,-0.11427404,-0.10731727
5,-0.112336405,-0.10429262
5,-0.110319585,-0.104326144
5,-0.1082257,-0.10312534
5,0.17894806,0.18288086
5,0.17897968,0.18287255
5,0.17899178,0.18150638
5,0.17898856,0.18098754
5,0.17897417,0.18121561
5,0.14545983,0.14838044
5,0.14577255,0.14880084
5,0.1460607,0.1480853
5,0.14632414,0.1475681
5,0.14656278,0.1480969
5,0.04048283,0.03914729
5,0.041485768,0.039421644
5,0.042641558,0.038692713
5,0.043929752,0.037759267
5,0.0453249,0.03849351
5,-0.004334736,-0.0006087236
5,-0.005261722,-0.0009654984
5,-0.006225839,-0.0018733572
5,-0.007223594,-0.003285042
5,-0.008251268,-0.0032581687
5,-0.09464213,-0.09220228
5,-0.091021754,-0.08714327
5,-0.088296615,-0.081297636
5,-0.08617232,-0.07955911
5,-0.08425573,-0.0766256
5,0.1738088,0.17768274
5,0.1744034,0.17807665
5,0.17496677,0.1773622
5,0.1754963,0.17721467
5,0.17598979,0.17802984
5,0.13749753,0.13957204
5,0.13586055,0.13840061
5,0.13429072,0.13588586
5,0.13278565,0.13356896
5,0.13133845,0.1319352
5,0.006390624,0.008892218
5,0.007412962,0.009967275
5,0.008431526,0.010382716
5,0.009449922,0.010239515
5,0.010471773,0.011989196
5,0.15343946,0.15985116
5,0.15074323,0.16066037
5,0.14742392,0.1606581
5,0.14394687,0.16074662
5,0.14041935,0.16201468
5,-0.3394232,-0.33420902
5,-0.33273527,-0.32656294
5,-0.32609308,-0.31743643
5,-0.31951416,-0.31675985
5,-0.31300715,-0.3167596
5,-0.052405708,-0.051081467
5,-0.049523737,-0.04954992
5,-0.04627362,-0.04819017
5,-0.042786133,-0.048676144
5,-0.039220437,-0.04738251
5,0.01384013,0.010040828
5,0.014277802,0.0075874794
5,0.015660342,0.0040893294
5,0.018626517,-1.5517697e-05
5,0.023041839,-0.0029884959
5,0.18430202,0.19143964
5,0.18657452,0.19361521
5,0.1887077,0.19564423
5,0.19070977,0.19803312
5,0.19258925,0.20129618
5,0.24798697,0.2541296
5,0.24920829,0.25363678
5,0.2512866,0.25188723
5,0.25426388,0.25152045
5,0.2581551,0.25182906
5,0.20162612,0.2059334
5,0.20665973,0.20877308
5,0.21190964,0.2115647
5,0.21740496,0.21477923
5,0.22316387,0.21910489
5,0.060401883,0.062609084
5,0.060893223,0.063851416
5,0.061224572,0.06444229
5,0.061396558,0.06430708
5,0.061412513,0.06584566
5,0.14313143,0.14647119
5,0.14225215,0.1462875
5,0.14128906,0.1447146
5,0.14024684,0.14355642
5,0.1391302,0.14317878
5,-0.3730056,-0.35614836
5,-0.37352318,-0.35141987
5,-0.37460643,-0.34586006
5,-0.37617612,-0.34607163
5,-0.37810722,-0.3462388
5,0.079296485,0.079534754
5,0.07929082,0.079736926
5,0.07933828,0.07882567
5,0.07944545,0.077799775
5,0.07961792,0.07792098
5,0.67636436,0.70362353
5,0.6858007,0.71264356
5,0.6956347,0.7232757
5,0.70588243,0.73205626
5,0.71655357,0.7418136
5,0.05898324,0.062355783
5,0.056418598,0.061715454
5,0.053575955,0.060047343
5,0.05048026,0.05856072
5,0.04716237,0.058283176
5,-0.25902244,-0.24929431
5,-0.26116186,-0.24987271
5,-0.26266992,-0.25042132
5,-0.26356596,-0.2550383
5,-0.2639021,-0.25918034
5,0.28253314,0.29075617
5,0.26895484,0.28352842
5,0.25456423,0.27621073
5,0.23965755,0.26791206
5,0.22414523,0.25822273
5,-0.0473811,-0.046112638
5,-0.044281617,-0.041111026
5,-0.045104194,-0.035502344
5,-0.048018213,-0.033329595
5,-0.05041878,-0.029531121
5,0.2359062,0.23889083
5,0.23203476,0.23590247
5,0.22832106,0.23198353
5,0.22478227,0.22813557
5,0.22142766,0.22341485
5,0.90515804,0.9450083
5,0.9027317,0.95101315
5,0.89982855,0.9574341
5,0.8965008,0.960098
5,0.892587,0.96191514
5,0.2589505,0.26700363
5,0.2624444,0.26905036
5,0.26593852,0.27094612
5,0.26942578,0.27415663
5,0.2728992,0.27820823
5,-0.001405741,0.0024478594
5,-0.002925536,0.0018393155
5,-0.004666588,0.0006354507
5,-0.006646844,-0.0009738207
5,-0.008874114,-0.001175398
5,-0.07305328,-0.06818931
5,-0.07510611,-0.0694467
5,-0.07696689,-0.07086674
5,-0.0786363,-0.07412264
5,-0.08011177,-0.07630839
5,-0.27295858,-0.26499254
5,-0.27459648,-0.2642871
5,-0.2761985,-0.26360583
5,-0.27773318,-0.26738855
5,-0.27920803,-0.2706396
5,0.17616148,0.17952223
5,0.17570117,0.17916203
5,0.17521682,0.17736974
5,0.17470968,0.17633617
5,0.17418109,0.17601913
5,-0.16478333,-0.15413898
5,-0.16651966,-0.15424424
5,-0.16786222,-0.15430537
5,-0.16878548,-0.15702271
5,-0.1692823,-0.15902378
5,0.09028151,0.11164041
5,0.10116126,0.12776788
5,0.11356179,0.14991365
5,0.13454962,0.16668184
5,0.16442093,0.18886727
5,-0.062122837,-0.05714203
5,-0.06633416,-0.05964951
5,-0.07052742,-0.062412962
5,-0.074685425,-0.066942066
5,-0.0787881,-0.070660576
5,-0.07061079,-0.06770404
5,-0.06774642,-0.067679286
5,-0.06384304,-0.06792064
5,-0.058204968,-0.069831714
5,-0.050026428,-0.07051035
5,-0.3863255,-0.37381333
5,-0.38419753,-0.3706619
5,-0.38146108,-0.3672344
5,-0.37811676,-0.3685733
5,-0.37419698,-0.3689589
5,-0.03007324,-0.024161402
5,-0.023551727,-0.014186863
5,-0.017670818,-0.0019213147
5,-0.012413314,0.003719598
5,-0.007750242,0.011375105
5,0.18987925,0.19573158
5,0.19161992,0.1969373
5,0.1932742,0.19763249
5,0.19483577,0.19883448
5,0.19629854,0.2010649
5,0.29127967,0.29758772
5,0.2891275,0.29618257
5,0.28683472,0.29357487
5,0.28438628,0.2914282
5,0.2817628,0.28984442
5,-0.108185075,-0.10291797
5,-0.10938193,-0.10315085
5,-0.11049064,-0.10353396
5,-0.11152908,-0.10611597
5,-0.11251253,-0.10742641
5,-0.09846106,-0.08958462
5,-0.10041971,-0.08963519
5,-0.10232594,-0.089719646
5,-0.1041434,-0.091725826
5,-0.105846174,-0.09253831
5,0.34550932,0.36531612
5,0.3504004,0.3700051
5,0.3545002,0.37541652
5,0.35772666,0.38290656
5,0.36006272,0.39121965
5,-0.018731387,-0.0179265
5,-0.017590512,-0.017794097
5,-0.01624697,-0.018174093
5,-0.0147354,-0.019450694
5,-0.013089774,-0.019173307
5,0.14782944,0.15503663
5,0.15576094,0.16054983
5,0.16439281,0.16680491
5,0.17375547,0.17241023
5,0.18387777,0.17907096
5,0.3097421,0.31793362
5,0.30286562,0.3105787
5,0.28861156,0.30329233
5,0.2682706,0.2948235
5,0.24843664,0.28517175
5,-0.039875604,-0.0343319
5,-0.0411885,-0.034407165
5,-0.04260998,-0.034689
5,-0.044135813,-0.036186848
5,-0.045758184,-0.036378883
5,-0.07471435,-0.06842534
5,-0.0760237,-0.068437636
5,-0.07735234,-0.068585545
5,-0.078697614,-0.07044761
5,-0.08005607,-0.07099095
5,-0.10857382,-0.103363805
5,-0.10529323,-0.098995104
5,-0.10209529,-0.093858354
5,-0.09901677,-0.09257084
5,-0.09609776,-0.090376005
5,0.026593514,0.026284037
5,0.02954913,0.029581677
5,0.032130305,0.032567352
5,0.034433912,0.033911157
5,0.036498375,0.03736329
5,-0.14499529,-0.13664418
5,-0.14281537,-0.13266715
5,-0.14048433,-0.12794441
5,-0.1380237,-0.12717375
5,-0.13551645,-0.12592866
5,0.3961275,0.41224593
5,0.39254186,0.41165563
5,0.38840774,0.41056708
5,0.38377702,0.41026375
5,0.3787167,0.41070464
5,-0.046456285,-0.0405507
5,-0.045613404,-0.03903403
5,-0.0444003,-0.037600867
5,-0.042786047,-0.037820328
5,-0.040804535,-0.036472864
5,-0.027188113,-0.025309598
5,-0.030797606,-0.02810967
5,-0.034174766,-0.031478714
5,-0.03731007,-0.036124647
5,-0.04019514,-0.039593905
5,-0.06685832,-0.06254741
5,-0.065498605,-0.060920987
5,-0.064059466,-0.059305325
5,-0.06256126,-0.059776254
5,-0.061027367,-0.058627576
5,0.048763398,0.05084593
5,0.04877899,0.051483095
5,0.048678413,0.051437564
5,0.048457995,0.050961465
5,0.048110258,0.05205314
5,0.42927608,0.4469134
5,0.43336642,0.4498849
5,0.43746966,0.45300964
5,0.44158298,0.45757407
5,0.4457024,0.46341696
5,0.25656885,0.2588671
5,0.25403228,0.25691423
5,0.25142023,0.25369397
5,0.2487257,0.25020182
5,0.24594447,0.2468279
5,0.11236765,0.11389439
5,0.11368594,0.11503098
5,0.115015395,0.115505815
5,0.11634552,0.11521153
5,0.11766543,0.11638657
5,-0.036088653,-0.032708444
5,-0.0350704,-0.031447455
5,-0.03405825,-0.030457439
5,-0.033063248,-0.030910946
5,-0.03209426,-0.029633451
5,-0.1686542,-0.16064765
5,-0.1672845,-0.15782972
5,-0.16586047,-0.15456289
5,-0.16439287,-0.15492465
5,-0.16289516,-0.15459523
5,0.08126919,0.08222433
5,0.08052914,0.08226773
5,0.0796967,0.08109875
5,0.07877335,0.079966046
5,0.07776232,0.07987195
5,0.18813235,0.19072343
5,0.18206075,0.18731327
5,0.17589305,0.18291706
5,0.16962388,0.17850325
5,0.16325496,0.17293201
5,-0.36193013,-0.34016868
5,-0.3680281,-0.3391351
5,-0.37374443,-0.33835232
5,-0.37889266,-0.3424601
5,-0.38332537,-0.3460933
5,0.06985808,0.07002565
5,0.0699028,0.07024377
5,0.069969736,0.069403484
5,0.07005854,0.06840115
5,0.07016888,0.068705834
5,-0.28013742,-0.27136022
5,-0.2774939,-0.26571697
5,-0.2743846,-0.25907624
5,-0.2706858,-0.2589889
5,-0.26633248,-0.25919378
5,0.1470723,0.14813536
5,0.14700237,0.14793223
5,0.14705782,0.14616606
5,0.14724432,0.14460278
5,0.14756764,0.14378418
5,-0.07886495,-0.06735915
5,-0.08270701,-0.066689424
5,-0.087298654,-0.066038735
5,-0.092611074,-0.06708691
5,-0.09859496,-0.06690075
5,0.23960999,0.24975705
5,0.24422342,0.25349247
5,0.2484954,0.25754982
5,0.25234526,0.2629246
5,0.25567898,0.2693128
5,-0.37011912,-0.3484995
5,-0.37477568,-0.34637487
5,-0.37907743,-0.3443659
5,-0.38279715,-0.34725702
5,-0.38581476,-0.3496095
5,-0.25624633,-0.24507976
5,-0.25902244,-0.24579242
5,-0.26116186,-0.24648991
5,-0.26266992,-0.25112364
5,-0.26356596,-0.25530964
5,-0.14705127,-0.13869783
5,-0.14499529,-0.1344932
5,-0.14281537,-0.12950478
5,-0.14048433,-0.12861477
5,-0.1380237,-0.1272797
5,0.4269853,0.4423414
5,0.42884326,0.44346604
5,0.43076578,0.44431576
5,0.43276843,0.44638413
5,0.43486723,0.44947153
5,-0.047352746,-0.04116095
5,-0.049619544,-0.041925147
5,-0.051970687,-0.04286918
5,-0.05440011,-0.045146327
5,-0.056901272,-0.046274737
5,0.07017611,0.07275498
5,0.07351158,0.07667325
5,0.0767661,0.080583304
5,0.079951055,0.08253958
5,0.08307918,0.08613205
5,-0.007471282,-0.008526478
5,-0.013999083,-0.0148960445
5,-0.020105166,-0.021978408
5,-0.025749767,-0.029524364
5,-0.03090639,-0.03734653
5,0.6902074,0.7064047
5,0.6835131,0.7049134
5,0.676322,0.70205283
5,0.668411,0.6956458
5,0.65974826,0.6890393
5,0.32149544,0.331682
5,0.32462123,0.33311757
5,0.32795015,0.3343734
5,0.3314966,0.3370474
5,0.33526102,0.34052187
5,0.017397223,0.015799878
5,0.021499403,0.018543135
5,0.025666801,0.020857645
5,0.029864473,0.021788934
5,0.0340668,0.0249327
5,-0.10610239,-0.09931876
5,-0.10429544,-0.096147284
5,-0.10249674,-0.09248354
5,-0.10068244,-0.09198961
5,-0.09882889,-0.09040732
5,-0.1494173,-0.14522044
5,-0.14799267,-0.14373246
5,-0.146286,-0.14226732
5,-0.14431952,-0.14380383
5,-0.14211538,-0.14404964
5,0.02563035,0.016003229
5,0.00908032,-0.0035661506
5,-0.007336833,-0.024707843
5,-0.02365141,-0.043911275
5,-0.039882977,-0.063114196
5,-0.2889441,-0.28870752
5,-0.26662052,-0.2724175
5,-0.24169996,-0.24922356
5,-0.21685667,-0.24016027
5,-0.19203843,-0.23143984
5,-0.16182141,-0.15518278
5,-0.161296,-0.15255724
5,-0.16112944,-0.14966513
5,-0.16131859,-0.15025243
5,-0.16181453,-0.14983745
5,-0.23839508,-0.21555007
5,-0.24609014,-0.21374029
5,-0.25376076,-0.21165733
5,-0.26059803,-0.21316938
5,-0.26590773,-0.21506919
5,0.06208707,0.06533268
5,0.06713254,0.070990816
5,0.07207072,0.07704162
5,0.07692966,0.080651715
5,0.08174274,0.08584521
5,0.14274405,0.14632216
5,0.14095286,0.145352
5,0.13919832,0.14306347
5,0.13749753,0.14112958
5,0.13586055,0.139889
5,0.40666205,0.42173237
5,0.4151337,0.42672867
5,0.42393926,0.4321899
5,0.4330113,0.4389566
5,0.44227225,0.4472296
5,0.041516587,0.039660178
5,0.020102408,0.0179022
5,-0.007938483,-0.0051412163
5,-0.03935873,-0.02534175
5,-0.070491605,-0.04465071
5,-0.1318814,-0.12543932
5,-0.12950209,-0.121795
5,-0.12713267,-0.11755645
5,-0.1247856,-0.117014535
5,-0.12247315,-0.115613066
5,-0.27624637,-0.25929466
5,-0.27766147,-0.25471115
5,-0.27882946,-0.24922273
5,-0.2793098,-0.24934441
5,-0.2796218,-0.25052312
5,0.07261536,0.07496912
5,0.073146895,0.076325804
5,0.07351064,0.07708411
5,0.07370211,0.07694585
5,0.07371784,0.07837642
5,-0.16675214,-0.15596268
5,-0.16919193,-0.15553981
5,-0.17180923,-0.15513584
5,-0.17458677,-0.15738566
5,-0.17750224,-0.15871692
5,-0.15352395,-0.14564338
5,-0.15269595,-0.14333254
5,-0.15181486,-0.1407162
5,-0.15086891,-0.14135742
5,-0.14984582,-0.14108601
5,0.23672134,0.24422446
5,0.23803385,0.24495795
5,0.23922281,0.2450338
5,0.24027908,0.24640802
5,0.24119253,0.24865386
5,0.045877073,0.04746315
5,0.047529433,0.05033788
5,0.048833165,0.052820254
5,0.049790423,0.05380357
5,0.050393026,0.05673174
5,1.076253,1.0878916
5,1.0778391,1.0888652
5,1.0801878,1.0893264
5,1.0832828,1.0840349
5,1.0871054,1.0779723
5,-0.0961334,-0.09012115
5,-0.097229585,-0.09017014
5,-0.09823027,-0.09034662
5,-0.09913222,-0.09252173
5,-0.099932894,-0.09338561
5,0.085951865,0.08989582
5,0.08456256,0.09157298
5,0.082919225,0.09275819
5,0.08120914,0.09289362
5,0.07940843,0.09452701
5,0.38409647,0.39258105
5,0.38437355,0.3922787
5,0.38473827,0.39099643
5,0.3851914,0.39022845
5,0.38573375,0.39036694
5,-0.01865639,-0.014721979
5,-0.01966362,-0.015179936
5,-0.020684939,-0.016035419
5,-0.021719374,-0.017685147
5,-0.022765324,-0.018006012
5,0.22722487,0.22823706
5,0.23056504,0.22922531
5,0.23400913,0.22931382
5,0.2374977,0.22957057
5,0.24098143,0.23097582
5,0.03796817,0.039236773
5,0.036576156,0.03851928
5,0.035174344,0.036711477
5,0.033776265,0.035123706
5,0.032395765,0.03500134
5,-0.028642457,-0.018303726
5,-0.033277653,-0.019257449
5,-0.03752327,-0.020351753
5,-0.04057107,-0.02229456
5,-0.042500842,-0.02354685
5,-0.013949541,-0.010889929
5,-0.010115389,-0.0058629643
5,-0.006703189,-0.00044312328
5,-0.003744673,0.0020166542
5,-0.001225631,0.0062512746
5,0.27623847,0.30270556
5,0.28469232,0.3119274
5,0.29263285,0.3228828
5,0.30016106,0.33631095
5,0.30737075,0.35074425
5,1.0924652,1.1145023
5,1.0915166,1.1154958
5,1.0907607,1.1156851
5,1.0881152,1.1121593
5,1.0873294,1.1080741
5,-0.048723217,-0.044139124
5,-0.047840882,-0.042557195
5,-0.047031406,-0.041064076
5,-0.046307303,-0.041364983
