horizon,mase,mse,mae
1,2.0008062873793535,0.0001878169618823597,0.008543490793097772
2,1.9247499776503452,0.0003761336832699182,0.012293658751197496
3,1.898604943479227,0.0006471047580655627,0.016125863000315026
5,1.9123365500335234,0.0014435620071576742,0.024081584907198444
7,1.9708173453202198,0.002564656949127771,0.03254514213022512
10,2.0831210432494434,0.00495856575054545,0.04618601009847117
