horizon,mase,mse,mae
1,0.11056004215594151,4.173732464443398e-06,0.00047209402939301005
2,0.14654340622391338,1.475132811164607e-05,0.0009359941027531094
3,0.17120502468711923,2.542015538249179e-05,0.0014541354601188224
5,0.23458001920587326,0.00011537699478004442,0.002954008618378104
7,0.2805133025922243,0.00025012603247484913,0.004632263524552776
10,0.33647508497284095,0.00045646173896292906,0.007460172188649282
