horizon,mape,mse,mae
1,1.9989340221610203,3.1836763988445603e-06,0.0004015573874974374
2,3.2703291026822923,1.3272824047099692e-05,0.0008310640099705172
3,6.157954434721821,2.6679756647671903e-05,0.001350609364425513
5,14.645004138506062,0.00010958107113972296,0.002794193929839272
7,24.645713823117426,0.00026066640538835304,0.004465999268674527
10,48.782146710977784,0.0004529263975005094,0.007228110381378018
