horizon,mase,mse,mae
1,1.0875435546238632,8.934552287494093e-05,0.0046438370394125735
2,0.8570450246330111,0.00012196017730183564,0.005474071536351994
3,0.7454761419019611,0.00016141834466017126,0.006331725920972752
5,0.6442170246746003,0.00024809861569382577,0.008112466907612149
7,0.6189059511516692,0.0003941403721898744,0.010220319094157604
10,0.6276162218362689,0.0007515669294195591,0.01391522074707551
