series_id,step,forecast,last_actual
1,1,0.20328763053167745,0.20719769
1,2,0.1982720079488513,0.20719769
1,3,0.19175495112193422,0.20719769
1,4,0.18319883857783978,0.20719769
1,5,0.1718735416794408,0.20719769
1,6,0.15678749321181049,0.20719769
1,7,0.13659407356338782,0.20719769
1,8,0.10946447642538956,0.20719769
1,9,0.07291505126552607,0.20719769
1,10,0.023572821986264647,0.20719769
1,11,-0.043142955605917965,0.20719769
1,12,-0.13345326166615723,0.20719769
1,13,-0.25580663478460364,0.20719769
1,14,-0.42167679815748693,0.20719769
1,15,-0.6466458933089253,0.20719769
1,16,-0.9518755894133535,0.20719769
1,17,-1.3661049555874958,0.20719769
1,18,-1.9283637151904947,0.20719769
1,19,-2.6916570403559414,0.20719769
1,20,-3.7279697680517763,0.20719769
1,21,-5.135062485494676,0.20719769
1,22,-7.045701103055542,0.20719769
1,23,-9.640191278243838,0.20719769
1,24,-13.163401065209143,0.20719769
1,25,-17.94787889737959,0.20719769
1,26,-24.445249471000565,0.20719769
1,27,-33.268851613611076,0.20719769
1,28,-45.25164357681771,0.20719769
1,29,-61.52484258960863,0.20719769
1,30,-83.62472302911073,0.20719769
2,1,0.5979154703363146,0.598046003
2,2,0.5978112431325604,0.598046003
2,3,0.5977329622176213,0.598046003
2,4,0.5976802733244541,0.598046003
2,5,0.5976528270231288,0.598046003
2,6,0.5976502786547836,0.598046003
2,7,0.5976722882664809,0.598046003
2,8,0.5977185205469537,0.598046003
2,9,0.5977886447632288,0.598046003
2,10,0.5978823346981151,0.598046003
2,11,0.5979992685885462,0.598046003
2,12,0.5981391290647641,0.598046003
2,13,0.5983016030903334,0.598046003
2,14,0.5984863819029753,0.598046003
2,15,0.5986931609562084,0.598046003
2,16,0.5989216398617867,0.598046003
2,17,0.599171522332924,0.598046003
2,18,0.5994425161282929,0.598046003
2,19,0.5997343329967887,0.598046003
2,20,0.6000466886230473,0.598046003
2,21,0.6003793025737078,0.598046003
2,22,0.600731898244407,0.598046003
2,23,0.6011042028075,0.598046003
2,24,0.6014959471604927,0.598046003
2,25,0.6019068658751792,0.598046003
2,26,0.6023366971474737,0.598046003
2,27,0.6027851827479274,0.598046003
2,28,0.6032520679729203,0.598046003
2,29,0.6037371015965209,0.598046003
2,30,0.6042400358230017,0.598046003
3,1,0.36800553233815153,0.361679723
3,2,0.3742875152065322,0.361679723
3,3,0.38052682501995894,0.361679723
3,4,0.38672458483794636,0.361679723
3,5,0.39288188816359043,0.361679723
3,6,0.39899979972142763,0.361679723
3,7,0.4050793562148221,0.361679723
3,8,0.41112156706342057,0.361679723
3,9,0.41712741512119866,0.361679723
3,10,0.4230978573756103,0.361679723
3,11,0.4290338256283365,0.361679723
3,12,0.4349362271581188,0.361679723
3,13,0.4408059453661484,0.361679723
3,14,0.44664384040446975,0.361679723
3,15,0.4524507497878463,0.361679723
3,16,0.4582274889895231,0.361679723
3,17,0.46397485202131045,0.361679723
3,18,0.46969361199840093,0.361679723
3,19,0.47538452168932155,0.361679723
3,20,0.4810483140514128,0.361679723
3,21,0.48668570275221457,0.361679723
3,22,0.4922973826771309,0.361679723
3,23,0.49788403042373364,0.361679723
3,24,0.5034463047830575,0.361679723
3,25,0.5089848472082282,0.361679723
3,26,0.5145002822707577,0.361679723
3,27,0.5199932181048303,0.361679723
3,28,0.5254642468398968,0.361679723
3,29,0.5309139450218829,0.361679723
3,30,0.5363428740233133,0.361679723
4,1,1.3233964473881532,1.336379389
4,2,1.3105923228835983,1.336379389
4,3,1.297958267052561,1.336379389
4,4,1.2854859594689365,1.336379389
4,5,1.2731674867744787,1.336379389
4,6,1.260995322763443,1.336379389
4,7,1.2489623094415696,1.336379389
4,8,1.2370616390117342,1.336379389
4,9,1.2252868367409313,1.336379389
4,10,1.2136317446654723,1.336379389
4,11,1.2020905060933886,1.336379389
4,12,1.1906575508650385,1.336379389
4,13,1.179327581334823,1.336379389
4,14,1.1680955590387294,1.336379389
4,15,1.156956692014154,1.336379389
4,16,1.1459064227400857,1.336379389
4,17,1.1349404166673045,1.336379389
4,18,1.1240545513097284,1.336379389
4,19,1.1132449058694525,1.336379389
4,20,1.1025077513693733,1.336379389
4,21,1.0918395412685633,1.336379389
4,22,1.0812369025367778,1.336379389
4,23,1.0706966271656329,1.336379389
4,24,1.0602156640950886,1.336379389
4,25,1.0497911115349208,1.336379389
4,26,1.0394202096618572,1.336379389
4,27,1.0291003336739972,1.336379389
4,28,1.0188289871850371,1.336379389
4,29,1.008603795941676,1.336379389
4,30,0.9984225018483907,1.336379389
5,1,0.2175877653015445,0.219522599
5,2,0.21565587646351625,0.219522599
5,3,0.2137269066326448,0.219522599
5,4,0.21180083018262855,0.219522599
5,5,0.20987762171214217,0.219522599
5,6,0.2079572560428615,0.219522599
5,7,0.2060397082175058,0.219522599
5,8,0.20412495349789722,0.219522599
5,9,0.20221296736303715,0.219522599
5,10,0.20030372550719977,0.219522599
5,11,0.19839720383804196,0.219522599
5,12,0.1964933784747301,0.219522599
5,13,0.19459222574608318,0.219522599
5,14,0.1926937221887322,0.219522599
5,15,0.19079784454529583,0.219522599
5,16,0.18890456976257194,0.219522599
5,17,0.18701387498974514,0.219522599
5,18,0.18512573757661002,0.219522599
5,19,0.18324013507180992,0.219522599
5,20,0.18135704522109122,0.219522599
5,21,0.17947644596557302,0.219522599
5,22,0.17759831544003185,0.219522599
5,23,0.17572263197120158,0.219522599
5,24,0.17384937407608816,0.219522599
5,25,0.1719785204602993,0.219522599
5,26,0.17011005001638857,0.219522599
5,27,0.16824394182221428,0.219522599
5,28,0.16638017513931266,0.219522599
5,29,0.1645187294112853,0.219522599
