Model,Series Count,Forecast Mean,Forecast Std,Forecast Min,Forecast Max
ARIMA_STATSMODELS,5,0.5087048488367476,0.34782173852442755,0.1602094005236336,1.3230383260937857
NAIVE,5,0.5445650808000001,0.42017770839423274,0.20719769,1.336379389
ARIMA_V3,5,-1.598737525528769,9.966086095836047,-83.62472302911073,1.3233964473881532
