model,step,value,is_extrapolated
tft,0,0.591055026,False
tft,1,0.592180082,False
tft,2,0.593497597,False
tft,3,0.594909388,False
tft,4,0.596303427,False
tft,5,0.597565403,False
tft,6,0.598580112,False
tft,7,0.599229134,False
tft,8,0.599394204,False
tft,9,0.598966677,False
tft,10,0.597856905,False
tft,11,0.595997581,False
tft,12,0.593339909,False
tft,13,0.589846366,False
tft,14,0.585481612,False
tft,15,0.580204615,False
tft,16,0.573958502,False
tft,17,0.566649574,False
tft,18,0.55810838,False
tft,19,0.548099365,False
tft,20,0.536645633,False
tft,21,0.524056291,False
tft,22,0.510633319,False
tft,23,0.496483482,False
tft,24,0.481510943,False
tft,25,0.465426673,False
tft,26,0.447928949,False
tft,27,0.429029247,False
tft,28,0.408988015,False
tft,29,0.388033478,False
tft,30,0.366281641,False
tft,31,0.343798706,False
tft,32,0.320629708,False
tft,33,0.296820426,False
tft,34,0.27242371,False
tft,35,0.247496865,False
tft,36,0.222096462,False
tft,37,0.196274999,False
tft,38,0.170079805,False
tft,39,0.143553321,False
tft,40,0.116734265,False
tft,41,0.089659362,False
tft,42,0.062365008,False
tft,43,0.034887985,False
tft,44,0.007265815,False
tft,45,-0.020462642,False
tft,46,-0.048256584,False
tft,47,-0.076072651,False
tft,48,-0.1038644,False
tft,49,-0.131582932,False
tft,50,-0.131582932,True
tft,51,-0.131582932,True
tft,52,-0.131582932,True
tft,53,-0.131582932,True
tft,54,-0.131582932,True
tft,55,-0.131582932,True
tft,56,-0.131582932,True
tft,57,-0.131582932,True
tft,58,-0.131582932,True
tft,59,-0.131582932,True
tft,60,-0.131582932,True
tft,61,-0.131582932,True
tft,62,-0.131582932,True
tft,63,-0.131582932,True
tft,64,-0.131582932,True
tft,65,-0.131582932,True
tft,66,-0.131582932,True
tft,67,-0.131582932,True
tft,68,-0.131582932,True
tft,69,-0.131582932,True
tft,70,-0.131582932,True
tft,71,-0.131582932,True
tft,72,-0.131582932,True
tft,73,-0.131582932,True
tft,74,-0.131582932,True
tft,75,-0.131582932,True
tft,76,-0.131582932,True
tft,77,-0.131582932,True
