model,step,value,is_extrapolated
nbeats,0,0.598046003,False
nbeats,1,0.597689374,False
nbeats,2,0.597045841,False
nbeats,3,0.596159059,False
nbeats,4,0.595092866,False
nbeats,5,0.593925675,False
nbeats,6,0.592742293,False
nbeats,7,0.591629824,False
nbeats,8,0.59067443,False
nbeats,9,0.589953339,False
nbeats,10,0.589523651,False
nbeats,11,0.589416302,False
nbeats,12,0.589641452,False
nbeats,13,0.59019445,False
nbeats,14,0.591055026,False
nbeats,15,0.592180082,False
nbeats,16,0.593497597,False
nbeats,17,0.594909388,False
nbeats,18,0.596303427,False
nbeats,19,0.597565403,False
nbeats,20,0.598580112,False
nbeats,21,0.599229134,False
nbeats,22,0.599394204,False
nbeats,23,0.598966677,False
nbeats,24,0.597856905,False
nbeats,25,0.595997581,False
nbeats,26,0.593339909,False
nbeats,27,0.589846366,False
nbeats,28,0.585481612,False
nbeats,29,0.580204615,False
nbeats,30,0.573958502,False
nbeats,31,0.566649574,False
nbeats,32,0.55810838,False
nbeats,33,0.548099365,False
nbeats,34,0.536645633,False
nbeats,35,0.524056291,False
nbeats,36,0.510633319,False
nbeats,37,0.496483482,False
nbeats,38,0.481510943,False
nbeats,39,0.465426673,False
nbeats,40,0.447928949,False
nbeats,41,0.429029247,False
nbeats,42,0.408988015,False
nbeats,43,0.388033478,False
nbeats,44,0.366281641,False
nbeats,45,0.343798706,False
nbeats,46,0.320629708,False
nbeats,47,0.296820426,False
nbeats,48,0.27242371,False
nbeats,49,0.247496865,False
nbeats,50,0.222096462,False
nbeats,51,0.196274999,False
nbeats,52,0.170079805,False
nbeats,53,0.143553321,False
nbeats,54,0.116734265,False
nbeats,55,0.089659362,False
nbeats,56,0.062365008,False
nbeats,57,0.034887985,False
nbeats,58,0.007265815,False
nbeats,59,-0.020462642,False
nbeats,60,-0.048256584,False
nbeats,61,-0.076072651,False
nbeats,62,-0.1038644,False
nbeats,63,-0.131582932,False
nbeats,64,-0.131582932,True
nbeats,65,-0.131582932,True
nbeats,66,-0.131582932,True
nbeats,67,-0.131582932,True
nbeats,68,-0.131582932,True
nbeats,69,-0.131582932,True
nbeats,70,-0.131582932,True
nbeats,71,-0.131582932,True
nbeats,72,-0.131582932,True
nbeats,73,-0.131582932,True
nbeats,74,-0.131582932,True
nbeats,75,-0.131582932,True
nbeats,76,-0.131582932,True
nbeats,77,-0.131582932,True
nbeats,78,-0.131582932,True
nbeats,79,-0.131582932,True
nbeats,80,-0.131582932,True
nbeats,81,-0.131582932,True
nbeats,82,-0.131582932,True
nbeats,83,-0.131582932,True
nbeats,84,-0.131582932,True
nbeats,85,-0.131582932,True
nbeats,86,-0.131582932,True
nbeats,87,-0.131582932,True
nbeats,88,-0.131582932,True
nbeats,89,-0.131582932,True
nbeats,90,-0.131582932,True
nbeats,91,-0.131582932,True
nbeats,92,-0.131582932,True
nbeats,93,-0.131582932,True
nbeats,94,-0.131582932,True
nbeats,95,-0.131582932,True
nbeats,96,-0.131582932,True
nbeats,97,-0.131582932,True
nbeats,98,-0.131582932,True
nbeats,99,-0.131582932,True
nbeats,100,-0.131582932,True
nbeats,101,-0.131582932,True
nbeats,102,-0.131582932,True
nbeats,103,-0.131582932,True
nbeats,104,-0.131582932,True
nbeats,105,-0.131582932,True
nbeats,106,-0.131582932,True
nbeats,107,-0.131582932,True
nbeats,108,-0.131582932,True
nbeats,109,-0.131582932,True
nbeats,110,-0.131582932,True
nbeats,111,-0.131582932,True
nbeats,112,-0.131582932,True
nbeats,113,-0.131582932,True
