step,actual,forecast,absolute_error
30,0.142711149,0.14968625323428353,0.006975104234283519
31,0.143195794,0.1573597962226738,0.014164002222673805
32,0.143661666,0.16443104183591528,0.020769375835915288
33,0.144109202,0.17238522867242875,0.02827602667242876
34,0.144538835,0.1804170651979955,0.03587823019799549
35,0.144951007,0.18751070461021746,0.04255969761021747
36,0.145346162,0.19497500686983213,0.04962884486983213
37,0.145724749,0.2020759162843312,0.056351167284331205
38,0.146087222,0.20986870878760364,0.06378148678760365
39,0.146434041,0.2173151566904934,0.07088111569049341
40,0.146765673,0.2256143056997505,0.07884863269975048
41,0.14708259,0.23316359703106226,0.08608100703106225
42,0.147385269,0.2405715482566141,0.09318627925661407
43,0.147674196,0.2496196864906841,0.1019454904906841
44,0.147949861,0.25704374209851333,0.10909388109851334
45,0.148212765,0.26573449208546024,0.11752172708546024
46,0.148463416,0.2748105646440588,0.1263471486440588
47,0.148702344,0.2845572034021713,0.1358548594021713
48,0.14893009,0.292988544446651,0.14405845444665102
49,0.149147229,0.29909527914573747,0.14994805014573748
50,0.149354365,0.3096423267917016,0.16028796179170163
51,0.149552133,0.31991808425853857,0.17036595125853857
52,0.149741214,0.3303588550322215,0.1806176410322215
53,0.149922321,0.3409485317003163,0.1910262107003163
54,0.150096219,0.35041370640718666,0.20031748740718666
55,0.150263705,0.3601297852344171,0.20986608023441708
56,0.150425635,0.3711237776660511,0.2206981426660511
57,0.150582896,0.38198932559751125,0.23140642959751126
58,0.150736434,0.3949889742155109,0.24425254021551088
59,0.150887228,0.40835645942797927,0.2574692314279793
60,0.15103631,0.42097934528743164,0.26994303528743163
61,0.151184744,0.4334599393467815,0.28227519534678147
62,0.151333631,0.44456408855955226,0.29323045755955224
63,0.1514841,0.45370625337194725,0.30222215337194724
64,0.151637302,0.46189253665570357,0.3102552346557036
65,0.151794403,0.46928815258099493,0.31749374958099497
66,0.151956584,0.47452049649788264,0.32256391249788263
67,0.152125039,0.48066673912671276,0.3285417001267128
68,0.152300974,0.4878233892348213,0.3355224152348213
69,0.152485606,0.49556856691754614,0.34308296091754614
70,0.152680164,0.5047102659198199,0.3520301019198199
71,0.152885892,0.5127420269065719,0.35985613490657187
72,0.153104048,0.5184596541960919,0.36535560619609186
73,0.153335902,0.5230255910804326,0.36968968908043254
74,0.153582744,0.5285984470046882,0.3750157030046882
75,0.153845886,0.535927196495357,0.38208131049535704
76,0.154126666,0.5429003699639555,0.3887737039639555
77,0.154426437,0.549449095728569,0.395022658728569
78,0.154746573,0.5553852265898735,0.40063865358987355
79,0.155088392,0.5622753770747604,0.40718698507476037
80,0.155453175,0.5694384620556907,0.4139852870556907
81,0.155842017,0.577515452198535,0.42167343519853495
82,0.156255837,0.5840550493405416,0.42779921234054163
83,0.156695315,0.5885146808952828,0.4318193658952828
84,0.157160882,0.5924054433657954,0.43524456136579537
85,0.157652737,0.5967962488140494,0.43914351181404937
86,0.158170838,0.6018106124967106,0.44363977449671066
87,0.158714924,0.6084263118345222,0.44971138783452225
88,0.15928449,0.6122041827246627,0.4529196927246627
89,0.159878798,0.6198053676262645,0.4599265696262645
90,0.160496799,0.6238766356509048,0.46337983665090476
91,0.161137185,0.6291470597099001,0.4680098747099002
92,0.161798274,0.6355522880143804,0.47375401401438033
93,0.162478133,0.6436181462168941,0.48114001321689404
94,0.163174508,0.6492730610474291,0.4860985530474291
95,0.163884971,0.6614532616593446,0.4975682906593446
96,0.164606943,0.674689035256736,0.510082092256736
97,0.165337775,0.6960738836440206,0.5307361086440205
98,0.1660748,0.7235079177017784,0.5574331177017784
99,0.166815333,0.7475907629737713,0.5807754299737713
100,0.167556682,0.7705959196502883,0.6030392376502882
101,0.168296141,0.7912134170208156,0.6229172760208156
102,0.16903098,0.8095426079292533,0.6405116279292533
103,0.169758445,0.8276827585206978,0.6579243135206978
104,0.170475752,0.9158239185288116,0.7453481665288116
105,0.171180081,0.9594208819859115,0.7882408009859114
106,0.171868552,0.969684213265404,0.7978156612654039
107,0.172538221,0.9742095649154272,0.8016713439154273
108,0.173186015,0.9814661133133092,0.8082800983133093
109,0.173808798,0.9916453605811641,0.8178365625811641
110,0.174403399,0.9928237904643059,0.8184203914643059
