step,actual,forecast,absolute_error
50,0.149354365,0.1497673890612245,0.0004130240612245095
51,0.149552133,0.1503875491223582,0.0008354161223581846
52,0.149741214,0.1510077091834461,0.001266495183446098
53,0.149922321,0.1516278692446663,0.0017055482446663162
54,0.150096219,0.15224802930588527,0.0021518103058852656
55,0.150263705,0.15286818936710522,0.0026044843671052254
56,0.150425635,0.15348834942824413,0.0030627144282441288
57,0.150582896,0.1541085094894628,0.0035256134894628144
58,0.150736434,0.15472866955067438,0.003992235550674378
59,0.150887228,0.1553489181815758,0.0044616901815758
60,0.15103631,0.15596907974397542,0.004932769743975413
61,0.151184744,0.1565892413063325,0.005404497306332495
62,0.151333631,0.15720940286872953,0.005875771868729535
63,0.1514841,0.15782956443112844,0.006345464431128434
64,0.151637302,0.15844972599352733,0.006812423993527328
65,0.151794403,0.15907320590607693,0.007278802906076937
66,0.151956584,0.15969299822730926,0.007736414227309252
67,0.152125039,0.1603132044731769,0.008188165473176912
68,0.152300974,0.1609267169483405,0.008625742948340481
69,0.152485606,0.16154682475640478,0.009061218756404782
70,0.152680164,0.16216693256446862,0.009486768564468617
71,0.152885892,0.1627870403725244,0.009901148372524399
72,0.153104048,0.16340714818056798,0.010303100180567987
73,0.153335902,0.16402725598863144,0.010691353988631441
74,0.153582744,0.16464736379669087,0.011064619796690878
75,0.153845886,0.1652686425721954,0.011422756572195408
76,0.154126666,0.16588842874217016,0.011761762742170168
77,0.154426437,0.16650854772555163,0.012082110725551626
78,0.154746573,0.16712866670899904,0.012382093708999037
79,0.155088392,0.16775010936162732,0.012661717361627328
80,0.155453175,0.16837024510038148,0.012917070100381484
81,0.155842017,0.16899038083909598,0.013148363839095983
82,0.156255837,0.16961051657785037,0.013354679577850359
83,0.156695315,0.17023065231653928,0.013535337316539275
84,0.157160882,0.17085078805529266,0.013689906055292661
85,0.157652737,0.17147092379403486,0.013818186794034876
86,0.158170838,0.1720910595327882,0.013920221532788185
87,0.158714924,0.17271119527153939,0.013996271271539379
88,0.15928449,0.17333133101029274,0.014046841010292743
89,0.159878798,0.1739514667490447,0.014072668749044698
90,0.160496799,0.1745665857720682,0.014069786772068216
91,0.161137185,0.17518666576952377,0.014049480769523781
92,0.161798274,0.1758067457669911,0.014008471766991104
93,0.162478133,0.17642682576445837,0.01394869276445837
94,0.163174508,0.1770469057619256,0.013872397761925614
95,0.163884971,0.1776669857593929,0.013782014759392919
96,0.164606943,0.17828706575685904,0.013680122756859037
97,0.165337775,0.17890805771249285,0.01357028271249286
98,0.1660748,0.17952814711157786,0.013453347111577862
99,0.166815333,0.1801482365106734,0.0133329035106734
100,0.167556682,0.18076832590977113,0.013211643909771115
101,0.168296141,0.18138395161592946,0.013087810615929452
102,0.16903098,0.18199521241003083,0.012964232410030835
103,0.169758445,0.18260221283841496,0.012843767838414955
104,0.170475752,0.18320506332163092,0.01272931132163091
105,0.171180081,0.18380388026427225,0.012623799264272234
106,0.171868552,0.18439878620633554,0.012530234206335533
107,0.172538221,0.1849899099255905,0.01245168892559051
108,0.173186015,0.1855773865814043,0.012391371581404298
109,0.173808798,0.18616480721667342,0.01235600921667343
110,0.174403399,0.1867454561582559,0.012342057158255926
111,0.174966764,0.18732290301844015,0.012356139018440154
112,0.175496292,0.18789730905903002,0.012401017059030017
113,0.175989789,0.1884688415949541,0.012479052594954104
114,0.176445767,0.18903767389389303,0.012591906893893029
115,0.176863195,0.18960398459989194,0.012740789599891944
116,0.177241544,0.19016795737362824,0.012926413373628237
117,0.177580581,0.19072931678201951,0.013148735782019527
118,0.17788031,0.1912891776889085,0.013408867688908477
119,0.178140964,0.19184608003329703,0.013705116033297021
120,0.178363038,0.1924026045992899,0.014039566599289899
121,0.178547442,0.19295594219803608,0.014408500198036078
122,0.178695648,0.19350992997781208,0.014814281977812066
123,0.178809784,0.1940629657048607,0.015253181704860702
124,0.17889276,0.19461525588369769,0.015722495883697674
125,0.178948056,0.1951670073673714,0.016218951367371393
126,0.178979676,0.19571842696704175,0.01673875096704175
127,0.178991779,0.19626969952425644,0.017277920524256446
128,0.17898856,0.19682107184268338,0.01783251184268339
129,0.178974169,0.19737272606331896,0.01839855706331897
130,0.1789527,0.19792486320537264,0.01897216320537265
131,0.178928239,0.19847768208623495,0.019549443086234963
132,0.178904879,0.1990313792184195,0.020126500218419524
133,0.178886736,0.19958614868527225,0.020699412685272256
134,0.178877961,0.20014280137569185,0.021264840375691846
