step,actual,forecast,absolute_error
30,0.091642354,0.092307929,0.0006655750000000016
31,0.091111471,0.092307929,0.0011964579999999975
32,0.090715916,0.092307929,0.0015920130000000032
33,0.090455465,0.092307929,0.0018524639999999981
34,0.090329676,0.092307929,0.0019782529999999993
35,0.090338058,0.092307929,0.001969870999999998
36,0.090480897,0.092307929,0.0018270319999999923
37,0.090758858,0.092307929,0.001549070999999999
38,0.091171408,0.092307929,0.0011365210000000014
39,0.091717473,0.092307929,0.0005904560000000031
40,0.092392294,0.092307929,8.436500000000291e-05
41,0.093186971,0.092307929,0.0008790419999999965
42,0.094089241,0.092307929,0.0017813120000000071
43,0.095081498,0.092307929,0.0027735690000000035
44,0.096144133,0.092307929,0.0038362040000000097
45,0.097256957,0.092307929,0.004949028000000008
46,0.09839933,0.092307929,0.006091400999999996
47,0.099550556,0.092307929,0.0072426270000000015
48,0.100689836,0.092307929,0.008381907000000008
49,0.101795642,0.092307929,0.009487713000000009
50,0.102845434,0.092307929,0.010537505000000003
51,0.103818423,0.092307929,0.01151049400000001
52,0.104696331,0.092307929,0.012388402000000007
53,0.10546411,0.092307929,0.013156181000000003
54,0.106113229,0.092307929,0.013805300000000006
55,0.106638186,0.092307929,0.014330256999999999
56,0.107037636,0.092307929,0.014729707000000009
57,0.107312088,0.092307929,0.015004159000000003
58,0.107461918,0.092307929,0.015153989000000007
59,0.10748738,0.092307929,0.015179450999999997
60,0.107388961,0.092307929,0.015081032000000008
61,0.107167006,0.092307929,0.014859076999999998
62,0.106825666,0.092307929,0.014517737000000003
63,0.106372649,0.092307929,0.014064720000000003
64,0.105820878,0.092307929,0.013512948999999996
65,0.105189679,0.092307929,0.012881749999999997
66,0.104502055,0.092307929,0.012194126
67,0.103785476,0.092307929,0.011477547000000005
68,0.103066192,0.092307929,0.010758263000000004
69,0.102359984,0.092307929,0.010052055000000004
70,0.101683616,0.092307929,0.009375687000000008
71,0.101078236,0.092307929,0.008770307000000005
72,0.100599984,0.092307929,0.008292055000000007
73,0.100344887,0.092307929,0.008036957999999997
74,0.100429371,0.092307929,0.008121442000000006
75,0.100915631,0.092307929,0.008607702000000009
76,0.10183045,0.092307929,0.009522521000000006
77,0.103094763,0.092307929,0.010786834000000009
78,0.104543324,0.092307929,0.01223539500000001
79,0.106091501,0.092307929,0.013783572000000008
80,0.107746025,0.092307929,0.015438095999999998
81,0.109509285,0.092307929,0.017201356
82,0.111355517,0.092307929,0.019047588000000004
83,0.113307074,0.092307929,0.020999144999999997
84,0.115459505,0.092307929,0.023151576000000007
85,0.117915619,0.092307929,0.025607690000000002
86,0.120770531,0.092307929,0.028462602000000004
87,0.124056632,0.092307929,0.031748703
88,0.127688386,0.092307929,0.03538045699999999
89,0.13155033,0.092307929,0.039242400999999996
90,0.135533519,0.092307929,0.043225589999999994
91,0.139552214,0.092307929,0.04724428500000001
92,0.143581701,0.092307929,0.05127377200000001
93,0.147613022,0.092307929,0.055305093000000013
94,0.151626194,0.092307929,0.059318264999999995
95,0.15558753,0.092307929,0.063279601
96,0.159431675,0.092307929,0.067123746
97,0.16306092,0.092307929,0.070752991
98,0.166297736,0.092307929,0.073989807
99,0.168990227,0.092307929,0.076682298
100,0.171202825,0.092307929,0.078894896
101,0.173078992,0.092307929,0.08077106299999999
102,0.174739039,0.092307929,0.08243111000000002
103,0.176279875,0.092307929,0.083971946
104,0.17772718,0.092307929,0.08541925100000002
