time-axis,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.542588163,0.128680562,0.116088373,0.086328123,0.073891189,0.074371157,0.113597005,-0.057919728,0.043743938,-0.014891748,-0.061048034,0.095695089,-0.027463629,-0.099611132,-0.012740563,-0.124509263,0.006964226,-0.17773179,-0.046451171,-0.035316335,-0.071893239,0.153540855,-0.066153371,0.006265674,-0.012469489,-0.052940011,0.023976017,-0.277619663,0.011958606,0.067798242,0.028745007,-0.124457356,0.051999415,-0.103586645,-0.077435,0.030132614,-0.052041087,-0.06209542,-0.059677729,-0.040210269,-0.024494156
1.54660532,0.129578217,0.114986837,0.085554068,0.073185637,0.074315854,0.114741131,-0.057492856,0.046031116,-0.015700585,-0.06155547,0.094895226,-0.027839138,-0.099041137,-0.014098114,-0.124486593,0.008712649,-0.180849986,-0.047824103,-0.036520841,-0.072813922,0.153566227,-0.066679657,0.007855539,-0.013077606,-0.055024782,0.024233551,-0.279006611,0.010612775,0.067588867,0.029794555,-0.123579699,0.051833255,-0.102787483,-0.077316552,0.029155615,-0.050120928,-0.058880202,-0.061037047,-0.04167583,-0.026839654
1.550622476,0.130456705,0.113819904,0.085274745,0.072186528,0.074258641,0.115875064,-0.057058985,0.04838075,-0.016447395,-0.062032613,0.094084048,-0.028183581,-0.098367019,-0.015442415,-0.12439261,0.010434873,-0.184567362,-0.049203664,-0.037693049,-0.073603126,0.153481939,-0.067263746,0.009374538,-0.013896769,-0.056921648,0.024583499,-0.280443673,0.009325691,0.067102928,0.030643725,-0.123045862,0.051418816,-0.101744086,-0.077284819,0.028005735,-0.048230698,-0.055188614,-0.06233636,-0.043196541,-0.029013428
1.554639633,0.131315588,0.112591985,0.085457443,0.070931013,0.074199704,0.116997563,-0.05661576,0.050810631,-0.01713106,-0.06247904,0.093263179,-0.028496487,-0.097590664,-0.016773337,-0.124216388,0.012129066,-0.18842314,-0.05058883,-0.038843567,-0.074266193,0.153276772,-0.06790406,0.010817306,-0.014910734,-0.058508795,0.025026067,-0.281919006,0.008120756,0.066754765,0.03126123,-0.122865584,0.050759673,-0.100458804,-0.077283614,0.026738027,-0.046375416,-0.05094141,-0.063578568,-0.04476034,-0.031011256
1.55865679,0.132154444,0.111308118,0.085984988,0.069470685,0.074139249,0.118107417,-0.056160795,0.053340967,-0.01775085,-0.062894477,0.092434259,-0.028777382,-0.096714291,-0.01809075,-0.123944903,0.013793448,-0.191640454,-0.051978563,-0.039985435,-0.074808332,0.152939644,-0.068598682,0.012178699,-0.01610369,-0.059678831,0.025561879,-0.28342029,0.007030554,0.067213565,0.031612204,-0.12304948,0.049862034,-0.098934944,-0.07724285,0.025423053,-0.044560027,-0.046064083,-0.064766873,-0.046354883,-0.032829938
1.562673946,0.132972914,0.109975055,0.086275955,0.067856302,0.074077526,0.119203528,-0.055691677,0.055991467,-0.018306693,-0.063279028,0.091598951,-0.029025795,-0.095739374,-0.019394527,-0.123563523,0.015426319,-0.193792127,-0.053371814,-0.041134253,-0.075234727,0.152462792,-0.069344988,0.013454601,-0.017463101,-0.060400494,0.026191873,-0.284935153,0.006012274,0.068718469,0.031686066,-0.123543968,0.048738912,-0.097171828,-0.077134254,0.024089025,-0.042789231,-0.040501199,-0.065905712,-0.047967666,-0.034465074
1.566691103,0.13377068,0.108600736,0.085318086,0.066137721,0.074014819,0.12028487,-0.055205954,0.058781809,-0.018799013,-0.063633038,0.090758936,-0.029241253,-0.094666842,-0.020684539,-0.12305632,0.017026039,-0.194720431,-0.054767521,-0.042307545,-0.075550566,0.15184076,-0.070139852,0.014641588,-0.018978962,-0.060701422,0.026917426,-0.286451108,0.004940426,0.071164867,0.031490868,-0.124245162,0.047407869,-0.095165833,-0.076966251,0.022728796,-0.041067582,-0.034211708,-0.067000326,-0.049585938,-0.035911107
1.57070826,0.134547473,0.107194262,0.082526702,0.064359635,0.07395144,0.121350495,-0.054701213,0.061728421,-0.019228262,-0.063957135,0.089915917,-0.02942331,-0.093497102,-0.021960657,-0.122408125,0.018590984,-0.194522076,-0.05616461,-0.043523084,-0.075761134,0.151070192,-0.070979799,0.015736858,-0.020641454,-0.06061704,0.027738558,-0.287955986,0.003842465,0.074290725,0.031042809,-0.125037495,0.045891198,-0.092910699,-0.076733013,0.021335855,-0.03939949,-0.02715722,-0.06805721,-0.05119736,-0.037162702
1.574725416,0.135303087,0.105766246,0.078235886,0.062557209,0.07388774,0.122399568,-0.054175109,0.06484206,-0.019594757,-0.064252316,0.089071616,-0.029571558,-0.092229778,-0.023222752,-0.121605569,0.020119558,-0.193680608,-0.057561992,-0.044798579,-0.075871863,0.150150591,-0.071860958,0.016738424,-0.022440408,-0.060176312,0.028652961,-0.289438191,0.003056236,0.077650677,0.030366372,-0.125800948,0.044216894,-0.090396248,-0.076391292,0.019916842,-0.037789159,-0.019300224,-0.069084711,-0.052790329,-0.038214873
1.578742573,0.136037346,0.104327977,0.073024139,0.060762505,0.073824092,0.123431305,-0.053625366,0.068131052,-0.019898718,-0.064519782,0.088227779,-0.029685619,-0.090864371,-0.024470694,-0.120636298,0.021610158,-0.192723832,-0.058958569,-0.046150465,-0.075888288,0.149082383,-0.07277929,0.017644626,-0.024364893,-0.059401368,0.029656744,-0.290886531,0.00296821,0.080803685,0.029487262,-0.126421436,0.042417687,-0.087611965,-0.075883114,0.018480638,-0.036240713,-0.010599545,-0.07009194,-0.054353827,-0.039064184
1.58275973,0.136750148,0.102891615,0.0674689,0.059003486,0.073760902,0.124445045,-0.053050047,0.071598414,-0.020139914,-0.064761228,0.087386169,-0.029765219,-0.089400994,-0.025704353,-0.119491624,0.023061154,-0.191765828,-0.060353228,-0.047586997,-0.075816104,0.147866364,-0.073730679,0.0184543,-0.026400108,-0.058274463,0.03074068,-0.292291653,0.0037512,0.083689557,0.02842117,-0.126838226,0.040542521,-0.084552423,-0.075122374,0.017033225,-0.034758058,-0.000990088,-0.071089034,-0.055879455,-0.039715828
1.586776886,0.137441418,0.101469778,0.062172051,0.05730657,0.073698592,0.125440182,-0.052447343,0.075244962,-0.020317914,-0.064978568,0.086548574,-0.029810122,-0.087839956,-0.026923596,-0.118164298,0.024470897,-0.190751144,-0.061744844,-0.049113086,-0.075661112,0.146503535,-0.074710937,0.019166487,-0.028529743,-0.056760451,0.031893207,-0.293644871,0.005498102,0.086407247,0.027179866,-0.127012539,0.038647459,-0.081213987,-0.074017144,0.015579476,-0.03334503,0.009601472,-0.072086681,-0.057359801,-0.040178582
1.590794043,0.138111152,0.100075686,0.05725157,0.055693003,0.073637604,0.126416219,-0.051815871,0.079067849,-0.02043223,-0.065174195,0.085716808,-0.029820211,-0.086183782,-0.028128294,-0.116650165,0.025837696,-0.189647917,-0.063132278,-0.050730632,-0.075429236,0.144994576,-0.075715886,0.019780591,-0.030729531,-0.054820313,0.033101063,-0.294939555,0.007964536,0.089008543,0.02577242,-0.12688877,0.03680361,-0.077604648,-0.072940824,0.014125932,-0.032005331,0.021366081,-0.073095081,-0.058790321,-0.040467603
1.5948112,0.138759393,0.098722962,0.052420491,0.054180589,0.073578389,0.127372734,-0.051154531,0.083062186,-0.020482274,-0.065350839,0.084892708,-0.029795451,-0.084436567,-0.029318313,-0.114947065,0.027159825,-0.188456702,-0.06451438,-0.05243952,-0.075126504,0.143339742,-0.076741315,0.020296222,-0.032970042,-0.052405708,0.034349705,-0.296170429,0.010618952,0.091495484,0.024206183,-0.126388314,0.035095541,-0.0737409,-0.072900243,0.012680695,-0.030742575,0.034590977,-0.074124203,-0.060168341,-0.040602933
1.598828356,0.139386238,0.097426049,0.047495297,0.052783892,0.073521409,0.128309379,-0.050462562,0.087218119,-0.020467931,-0.065511554,0.084078133,-0.029735899,-0.08260396,-0.030493522,-0.113055253,0.028435509,-0.187177657,-0.065889973,-0.054238786,-0.074759042,0.141540216,-0.077783173,0.020713457,-0.035212841,-0.049523737,0.035625003,-0.297333642,0.013093196,0.093865301,0.022487847,-0.125486292,0.033596482,-0.069644674,-0.072743756,0.011251054,-0.02956037,0.049567215,-0.075182853,-0.061493418,-0.040604806
1.602845513,0.139991859,0.096200629,0.042597732,0.051513587,0.073467132,0.129225893,-0.04973962,0.091519153,-0.020389815,-0.065659774,0.083274956,-0.029641736,-0.080693571,-0.031653787,-0.110977937,0.029662905,-0.185806536,-0.067257857,-0.056126796,-0.074333076,0.139598527,-0.07883764,0.02103299,-0.037406855,-0.046273618,0.036914033,-0.29842706,0.015383945,0.096121788,0.020623672,-0.124249095,0.032358428,-0.0653438,-0.067217945,0.009842582,-0.028462316,0.06658927,-0.076278095,-0.062767833,-0.04049218
1.60686267,0.140576467,0.095062462,0.037883837,0.050378524,0.073416031,0.130122051,-0.048985609,0.095944231,-0.020249043,-0.065799126,0.082485052,-0.029513214,-0.078713704,-0.032798974,-0.108720208,0.030840153,-0.184339127,-0.068616806,-0.058102061,-0.073854921,0.137518719,-0.079901116,0.021255985,-0.039496637,-0.042786133,0.038204159,-0.299449509,0.017561642,0.098247292,0.018620071,-0.122777197,0.031419634,-0.060868058,-0.051836333,0.008460129,-0.027452074,0.085821766,-0.07741605,-0.063995629,-0.040283068
1.610879826,0.141140352,0.094025866,0.033349386,0.049384529,0.073368585,0.13099768,-0.048200931,0.10046122,-0.020047992,-0.065933483,0.081710234,-0.029350729,-0.076672991,-0.033928951,-0.106291357,0.031965453,-0.182775414,-0.069965539,-0.060164795,-0.073330986,0.135309673,-0.08097074,0.021384837,-0.041424318,-0.039220439,0.03948311,-0.300401747,0.019626578,0.100128035,0.016484711,-0.121212306,0.030781272,-0.05624698,-0.030195164,0.007107148,-0.026533494,0.106850527,-0.078600672,-0.065184875,-0.039991872
1.614896983,0.14168384,0.093104619,0.028933339,0.048536153,0.073325278,0.131852623,-0.047386212,0.105033248,-0.019789579,-0.066066848,0.0809523,-0.029154744,-0.074580277,-0.035043583,-0.103702517,0.03303702,-0.181117019,-0.071302744,-0.062315913,-0.07276777,0.132982339,-0.082043942,0.021422473,-0.043130729,-0.035747921,0.040738652,-0.301285371,0.021557114,0.101612273,0.014225811,-0.11971426,0.030429986,-0.051510356,-0.00887095,0.005786529,-0.025710529,0.129040922,-0.079835046,-0.066345383,-0.039631615
1.61891414,0.142207304,0.092307929,0.02461445,0.04783479,0.073286602,0.132686734,-0.046542609,0.10962175,-0.019477161,-0.066203298,0.080212898,-0.028925863,-0.072443863,-0.036142735,-0.100968082,0.034053403,-0.179367347,-0.072627046,-0.06455835,-0.072171813,0.130552043,-0.083119161,0.021372929,-0.044570352,-0.032471979,0.041956547,-0.302104197,0.023365672,0.102578068,0.011852759,-0.118416872,0.030361752,-0.046689923,0.010028382,0.004500315,-0.024987236,0.152056429,-0.081121101,-0.067489246,-0.039212296
1.622931296,0.142711149,0.091642354,0.020399667,0.047280172,0.073253053,0.133499866,-0.04567159,0.114186328,-0.019114392,-0.066346967,0.0794936,-0.02866477,-0.070271736,-0.037226273,-0.098104539,0.03501332,-0.177531242,-0.073937023,-0.066896479,-0.071549733,0.128036911,-0.084195384,0.021240939,-0.045705357,-0.029454018,0.043121342,-0.302863295,0.025068536,0.102914168,0.009375665,-0.1174398,0.030579327,-0.041818447,0.02743734,0.003250086,-0.024367794,0.175755503,-0.082460098,-0.068630187,-0.038742268
1.626948453,0.143195794,0.091111471,0.016292714,0.04686839,0.073225132,0.134291875,-0.044775076,0.118693616,-0.018704851,-0.066502036,0.078795823,-0.028372249,-0.068071745,-0.038294061,-0.095129058,0.035915932,-0.175610132,-0.075231193,-0.069333447,-0.070907992,0.125455946,-0.085272521,0.02103158,-0.046509164,-0.026727573,0.044215229,-0.303569694,0.026924305,0.102614412,0.006805444,-0.116872473,0.03108878,-0.036932544,0.044210917,0.00203683,-0.023856074,0.200063275,-0.083852803,-0.069780685,-0.038227535
1.63096561,0.143661666,0.090715916,0.012287785,0.046591847,0.073203348,0.13506261,-0.043855432,0.123118323,-0.018251969,-0.066672724,0.078120837,-0.028049175,-0.065851626,-0.039345966,-0.092059262,0.036760853,-0.173601037,-0.076508012,-0.071870894,-0.07025291,0.122828622,-0.086351361,0.020750193,-0.046966375,-0.024301297,0.045217333,-0.304232338,0.029528939,0.10179641,0.004153766,-0.116773508,0.031905474,-0.032072392,0.060613809,0.000861029,-0.02345565,0.224933128,-0.085299571,-0.070951744,-0.037671927
1.634982766,0.144109202,0.090455465,0.008384682,0.046440577,0.073188203,0.135811921,-0.042915327,0.127440735,-0.017759087,-0.066863323,0.077469796,-0.027696474,-0.063619168,-0.040381851,-0.088912481,0.037548033,-0.171500125,-0.077765887,-0.074508842,-0.069590495,0.120174457,-0.087433428,0.020402186,-0.047067299,-0.022178601,0.04610865,-0.304861387,0.033255436,0.100605117,0.001432859,-0.117176233,0.033010813,-0.027283612,0.076435715,-0.000277425,-0.023169574,0.250423283,-0.08680056,-0.072152126,-0.037077507
1.638999923,0.144538835,0.090329676,0.004601148,0.04640121,0.073180191,0.136539656,-0.041957849,0.131650103,-0.01722935,-0.067078242,0.076843663,-0.027315132,-0.061382318,-0.041401579,-0.085704803,0.03827795,-0.169303862,-0.079003153,-0.077244456,-0.068926064,0.117512389,-0.088521413,0.019992884,-0.046808865,-0.020367567,0.046876395,-0.305468639,0.037718933,0.099182712,-0.00134432,-0.118063184,0.034299169,-0.022621895,0.09028151,-0.001379703,-0.022999817,0.276820305,-0.088355808,-0.073385986,-0.036443516
1.64301708,0.144951007,0.090338058,0.000960194,0.046459064,0.073179793,0.137245663,-0.040986285,0.135739551,-0.016665859,-0.067321983,0.076243318,-0.026906168,-0.059149073,-0.042405005,-0.08245185,0.038951329,-0.167009006,-0.080218103,-0.080072758,-0.068264586,0.114861458,-0.08961861,0.019527614,-0.046191612,-0.018876426,0.047510975,-0.30606663,0.042357625,0.0976593,-0.004164405,-0.119439475,0.035630292,-0.01814957,0.101161256,-0.002447493,-0.022947865,0.304487891,-0.089965035,-0.074655496,-0.035767796
1.647034236,0.145346162,0.090480897,-0.00251824,0.046599176,0.073187415,0.137929788,-0.040004124,0.139708306,-0.016071693,-0.067599257,0.075669436,-0.026470618,-0.056927142,-0.043391957,-0.079167955,0.039569356,-0.164614535,-0.081408956,-0.082980588,-0.067609926,0.112241769,-0.090729601,0.019011644,-0.045224488,-0.017708944,0.04801223,-0.306668512,0.047018933,0.096059688,-0.007013543,-0.121578447,0.036820418,-0.013949541,0.113561786,-0.003483579,-0.023014246,0.333794525,-0.091626076,-0.075959212,-0.035045136
1.651051393,0.145724749,0.090758858,-0.005815093,0.046806304,0.073203432,0.138591875,-0.039014981,0.143558435,-0.015449939,-0.067914905,0.075122609,-0.026009535,-0.054724156,-0.044362245,-0.075866923,0.040133429,-0.162120407,-0.082573887,-0.085950884,-0.066965475,0.109674062,-0.091859598,0.018450245,-0.043920348,-0.016867137,0.048384436,-0.307287826,0.051729761,0.094360229,-0.009877563,-0.124880646,0.037662679,-0.010115389,0.134549618,-0.004491281,-0.023199034,0.365118509,-0.093335906,-0.077294158,-0.034268876
1.65506855,0.146087222,0.091171408,-0.008946106,0.047066189,0.073228102,0.139231772,-0.038022511,0.147299469,-0.014803737,-0.068273642,0.074603235,-0.025523987,-0.052546899,-0.045315623,-0.072562337,0.040645467,-0.159529437,-0.08371101,-0.088967209,-0.066333493,0.10717852,-0.093014887,0.017848723,-0.042304941,-0.016326209,0.048632829,-0.307938113,0.056399195,0.092470293,-0.012741988,-0.128729808,0.038099596,-0.006703189,0.164420935,-0.005474247,-0.023502034,0.39834292,-0.095090222,-0.078639586,-0.033429743
1.659085706,0.146434041,0.091717473,-0.011953212,0.047365163,0.073261607,0.139849321,-0.037030407,0.150945909,-0.014136273,-0.068680159,0.074111598,-0.02501505,-0.050401633,-0.046251802,-0.069267617,0.041107705,-0.156846267,-0.08481839,-0.092013683,-0.065715539,0.104775326,-0.094202478,0.017212437,-0.040412992,-0.016042823,0.048763399,-0.308633049,0.060806787,0.090243237,-0.015592109,-0.131662172,0.038188368,-0.003744673,0.198015132,-0.00643635,-0.023922892,0.432969636,-0.096884037,-0.079962494,-0.032516679
1.663102863,0.146765673,0.092392294,-0.014880365,0.047690607,0.073304008,0.140444369,-0.036042398,0.154517189,-0.013450795,-0.069138631,0.073647831,-0.02448381,-0.048293799,-0.047170426,-0.065996959,0.041522998,-0.154078061,-0.085894049,-0.095075468,-0.065112212,0.102481203,-0.095430098,0.016546763,-0.038285632,-0.015956088,0.048778987,-0.309385371,0.065081834,0.087607639,-0.018412792,-0.132883443,0.03798595,-0.001225631,0.231765787,-0.007381461,-0.024461188,0.468549882,-0.098709975,-0.081217134,-0.031517382
1.66712002,0.14708259,0.093186971,-0.017769041,0.048030971,0.073355245,0.141016758,-0.035062249,0.158038039,-0.012750608,-0.069652674,0.073211929,-0.023931358,-0.046227991,-0.04807107,-0.062765375,0.041894839,-0.151234392,-0.086935966,-0.098138748,-0.064523168,0.100308841,-0.096706157,0.01585711,-0.035970866,-0.015986085,0.048678414,-0.310206816,0.069926643,0.084587186,-0.021188433,-0.132637591,0.037527293,0.00092293,0.265310003,-0.008313393,-0.025116515,0.504777307,-0.10055779,-0.082342237,-0.030418279
1.671137177,0.147385269,0.094089241,-0.020654959,0.048375611,0.073415149,0.141566334,-0.034093765,0.161533009,-0.012039063,-0.070225313,0.072803796,-0.023358784,-0.044208252,-0.048953244,-0.059589271,0.042227324,-0.148327252,-0.087942087,-0.101191398,-0.063947296,0.098268037,-0.098039578,0.015148833,-0.033513331,-0.016054363,0.048457995,-0.311107697,0.075506835,0.081319437,-0.023903181,-0.131393462,0.036819152,0.002771265,0.298918405,-0.009235933,-0.025888265,0.54141348,-0.102416695,-0.083285565,-0.029206221
1.675154333,0.147674196,0.095081498,-0.02356018,0.048715351,0.073483392,0.142092938,-0.033140803,0.165023137,-0.011319553,-0.070858533,0.072423235,-0.022767165,-0.042237859,-0.049816369,-0.056487445,0.042525505,-0.145372336,-0.08891033,-0.104224688,-0.063382337,0.096364094,-0.099439967,0.014427119,-0.03094568,-0.016097577,0.048110257,-0.312095614,0.080328393,0.07817607,-0.026540947,-0.129616591,0.035805689,0.004360395,0.332845246,-0.010152814,-0.026775444,0.578323015,-0.104276401,-0.084024956,-0.027869793
1.67917149,0.147949861,0.096144133,-0.026501306,0.049041772,0.073559552,0.142596415,-0.03220726,0.168526724,-0.010595492,-0.071553831,0.072070002,-0.02215757,-0.040319722,-0.050659811,-0.053480609,0.042794955,-0.142388062,-0.089838586,-0.107231152,-0.062825423,0.094600569,-0.100917388,0.013697043,-0.028293861,-0.016060358,0.047626977,-0.313176799,0.082723402,0.075523158,-0.029085732,-0.127730449,0.034416167,0.005719374,0.367340952,-0.011067722,-0.0277767,0.61540514,-0.106126659,-0.084552286,-0.026398827
1.683188647,0.148212765,0.097256957,-0.029488238,0.049348081,0.073643023,0.143076605,-0.031297046,0.17205208,-0.009870225,-0.072311894,0.07174383,-0.021531033,-0.038456135,-0.051482832,-0.050594882,0.043042159,-0.139400239,-0.090724719,-0.110204374,-0.0622726,0.092979728,-0.10248287,0.012963212,-0.025566338,-0.015908837,0.047003013,-0.314354746,0.08288543,0.073275078,-0.031522887,-0.125804271,0.032606679,0.006854477,0.402322791,-0.01198406,-0.028889469,0.652560891,-0.107957251,-0.08488645,-0.024787339
1.687205803,0.148463416,0.09839933,-0.032527763,0.049628224,0.073733107,0.143533352,-0.030414096,0.175603092,-0.009147082,-0.073133035,0.07144444,-0.020888577,-0.036649103,-0.052284644,-0.047859516,0.043274066,-0.136438482,-0.091566574,-0.113138441,-0.061719382,0.091503228,-0.104147919,0.012230035,-0.022763813,-0.015618736,0.046234851,-0.315631677,0.081788389,0.071162788,-0.033838343,-0.123751218,0.030357118,0.007759974,0.437575974,-0.012905118,-0.030110589,0.689692781,-0.109758012,-0.085057727,-0.023031252
1.69122296,0.148702344,0.099550556,-0.035623913,0.049877694,0.073828918,0.143966496,-0.02956227,0.179176962,-0.008429144,-0.07401713,0.071171549,-0.020231182,-0.03489999,-0.053064359,-0.045320761,0.043498056,-0.133543076,-0.092361965,-0.116028444,-0.061160601,0.090172991,-0.105923084,0.011501308,-0.019884099,-0.015176236,0.045329917,-0.317007647,0.08031562,0.069126563,-0.036020487,-0.121357371,0.027966476,0.008381253,0.473078062,-0.013833648,-0.031435459,0.726691814,-0.111521507,-0.08507445,-0.021129942
1.695240117,0.14893009,0.100689836,-0.038779271,0.05009285,0.073929461,0.144375878,-0.028745405,0.18276836,-0.007719373,-0.074963822,0.070924876,-0.019559808,-0.03320981,-0.053821029,-0.043035665,0.043721809,-0.13076142,-0.093108684,-0.118870021,-0.060590661,0.088991224,-0.107818568,0.010780497,-0.016923228,-0.014573165,0.044302389,-0.318481521,0.079305129,0.067250105,-0.038059088,-0.118322494,0.025954056,0.008631473,0.508937922,-0.014772114,-0.032858603,0.763441706,-0.113241939,-0.084931035,-0.019084743
1.699257273,0.149147229,0.101795642,-0.041993919,0.050271282,0.07403358,0.144761336,-0.027967215,0.186348922,-0.007020409,-0.075972275,0.070704136,-0.018875372,-0.031578883,-0.054553631,-0.041066261,0.043952913,-0.128138384,-0.093804508,-0.121659481,-0.060003735,0.087958892,-0.109840995,0.010070481,-0.013879644,-0.013810704,0.04316995,-0.320049947,0.078993982,0.065519201,-0.039945693,-0.114478598,0.02453362,0.008442208,0.54516873,-0.015722416,-0.034373722,0.799812208,-0.114914339,-0.084610926,-0.016899564
1.70327443,0.149354365,0.102845434,-0.045266132,0.050411553,0.074139986,0.145122708,-0.027231325,0.189872628,-0.00633464,-0.077041317,0.070509043,-0.018178765,-0.030006964,-0.055261077,-0.039480612,0.044198854,-0.125717418,-0.094447194,-0.124393609,-0.059393792,0.087076129,-0.111993835,0.009373687,-0.010753349,-0.012897085,0.041952998,-0.321707899,0.079007221,0.063801249,-0.04167328,-0.109765714,0.023591584,0.007762309,0.581673401,-0.016686008,-0.03597384,0.835658938,-0.116534203,-0.084084655,-0.014580145
